5345254058 43590 0 21
5345254071 3604 0 1
5345254084 0 0 0
5345254098 0 0 0
5345254112 0 0 0
5345254126 0 0 0
5345254140 0 0 0
5345254154 0 0 0
5345254168 0 0 0
5345254182 0 0 0
5345254196 0 0 0
5345254210 0 0 0
5345254224 0 0 0
5345254238 0 0 0
5345254252 0 0 0
5345254266 0 0 0
5345254280 0 0 0
5345254294 0 0 0
5345254308 3052 0 1
5345254322 34073 0 17
5345254336 0 0 0
5345254350 0 0 0
5345254364 0 0 0
5345254378 0 0 0
5345254392 0 0 0
5345254406 0 0 0
5345254420 0 0 0
5345254434 0 0 0
5345254448 0 0 0
5345254462 0 0 0
5345254476 0 0 0
5345254490 0 0 0
5345254504 0 0 0
5345254518 0 0 0
5345254532 0 0 0
5345254546 0 0 0
5345254560 0 0 0
5345254574 29906 0 15
5345254588 329 0 0
5345254602 0 0 0
5345254615 0 0 0
5345254629 0 0 0
5345254643 0 0 0
5345254657 0 0 0
5345254671 0 0 0
5345254685 0 0 0
5345254699 0 0 0
5345254713 0 0 0
5345254727 0 0 0
5345254741 0 0 0
5345254755 0 0 0
5345254769 0 0 0
5345254783 0 0 0
5345254797 0 0 0
5345254811 0 0 0
5345254825 16694 0 8
5345254839 8581 0 4
5345254853 0 0 0
5345254867 0 0 0
5345254881 0 0 0
5345254895 0 0 0
5345254909 0 0 0
5345254923 0 0 0
5345254937 0 0 0
5345254951 0 0 0
5345254965 0 0 0
5345254979 0 0 0
5345254993 0 0 0
5345255007 0 0 0
5345255021 0 0 0
5345255035 0 0 0
5345255049 0 0 0
5345255063 0 0 0
5345255077 9340 0 4
5345255091 11160 0 6
5345255105 0 0 0
5345255119 0 0 0
5345255133 0 0 0
5345255147 0 0 0
5345255161 0 0 0
5345255175 0 0 0
5345255189 0 0 0
5345255203 0 0 0
5345255217 0 0 0
5345255231 0 0 0
5345255245 0 0 0
5345255259 0 0 0
5345255273 0 0 0
5345255287 0 0 0
5345255301 0 0 0
5345255315 0 0 0
5345255329 6876 0 4
5345255343 10314 0 6
5345255357 0 0 0
5345255371 0 0 0
5345255385 0 0 0
5345255399 0 0 0
5345255413 0 0 0
5345255427 0 0 0
5345255441 0 0 0
5345255455 0 0 0
5345255469 0 0 0
5345255483 0 0 0
5345255497 0 0 0
5345255511 0 0 0
5345255525 0 0 0
5345255539 0 0 0
5345255553 0 0 0
5345255567 0 0 0
5345255581 5934 0 2
5345255595 8101 0 3
5345255609 0 0 0
5345255623 0 0 0
5345255637 0 0 0
5345255651 0 0 0
5345255665 0 0 0
5345255679 0 0 0
5345255693 0 0 0
5345255707 0 0 0
5345255721 0 0 0
5345255735 0 0 0
5345255749 0 0 0
5345255763 0 0 0
5345255777 0 0 0
5345255791 0 0 0
5345255805 0 0 0
5345255819 0 0 0
5345255833 6107 0 3
5345255847 5468 0 3
5345255861 0 0 0
5345255875 0 0 0
5345255889 0 0 0
5345255903 0 0 0
5345255917 0 0 0
5345255931 0 0 0
5345255945 0 0 0
5345255959 0 0 0
5345255973 0 0 0
5345255987 0 0 0
5345256001 0 0 0
5345256015 0 0 0
5345256029 0 0 0
5345256043 0 0 0
5345256057 0 0 0
5345256071 0 0 0
5345256085 6203 0 3
5345256099 3167 0 2
5345256113 0 0 0
5345256127 0 0 0
5345256141 0 0 0
5345256155 0 0 0
5345256169 0 0 0
5345256183 0 0 0
5345256197 0 0 0
5345256211 0 0 0
5345256225 0 0 0
5345256239 0 0 0
5345256253 0 0 0
5345256267 0 0 0
5345256281 0 0 0
5345256295 0 0 0
5345256309 0 0 0
5345256323 0 0 0
5345256337 6408 0 2
5345256351 1602 0 1
5345256365 0 0 0
5345256379 0 0 0
5345256393 0 0 0
5345256407 0 0 0
5345256421 0 0 0
5345256435 0 0 0
5345256449 0 0 0
5345256463 0 0 0
5345256477 0 0 0
5345256491 0 0 0
5345256505 0 0 0
5345256519 0 0 0
5345256533 0 0 0
5345256547 0 0 0
5345256561 0 0 0
5345256575 0 0 0
5345256589 5451 0 3
5345256603 809 0 1
5345256617 0 0 0
5345256631 0 0 0
5345256645 0 0 0
5345256659 0 0 0
5345256673 0 0 0
5345256687 0 0 0
