5345170173 23905 1 14
5345170186 25945 0 12
5345170199 0 0 0
5345170212 0 0 0
5345170225 0 0 0
5345170238 0 0 0
5345170251 0 0 0
5345170264 0 0 0
5345170277 0 0 0
5345170290 0 0 0
5345170303 0 0 0
5345170316 0 0 0
5345170329 0 0 0
5345170342 0 0 0
5345170355 0 0 0
5345170368 0 0 0
5345170381 0 0 0
5345170394 0 0 0
5345170407 0 0 0
5345170420 2018 0 1
5345170433 0 0 0
5345170446 21604 0 11
5345170459 15928 0 7
5345170472 0 0 0
5345170485 0 0 0
5345170498 0 0 0
5345170511 0 0 0
5345170524 0 0 0
5345170537 0 0 0
5345170550 0 0 0
5345170563 0 0 0
5345170576 0 0 0
5345170589 0 0 0
5345170602 0 0 0
5345170615 0 0 0
5345170628 0 0 0
5345170641 0 0 0
5345170654 0 0 0
5345170667 1944 0 1
5345170680 0 0 0
5345170693 0 0 0
5345170706 5248 0 3
5345170719 25631 0 12
5345170732 0 0 0
5345170745 0 0 0
5345170758 0 0 0
5345170771 0 0 0
5345170784 0 0 0
5345170797 0 0 0
5345170810 0 0 0
5345170823 0 0 0
5345170836 0 0 0
5345170849 0 0 0
5345170862 0 0 0
5345170875 0 0 0
5345170888 0 0 0
5345170901 0 0 0
5345170914 0 0 0
5345170927 1942 0 1
5345170940 0 0 0
5345170953 0 0 0
5345170966 0 0 0
5345170979 22808 0 11
5345170992 2681 0 1
5345171005 0 0 0
5345171018 0 0 0
5345171031 0 0 0
5345171044 0 0 0
5345171057 0 0 0
5345171070 0 0 0
5345171083 0 0 0
5345171096 0 0 0
5345171109 0 0 0
5345171122 0 0 0
5345171135 0 0 0
5345171148 0 0 0
5345171161 0 0 0
5345171174 1951 0 1
5345171187 0 0 0
5345171200 0 0 0
5345171213 0 0 0
5345171226 0 0 0
5345171239 17923 0 9
5345171252 3371 0 1
5345171265 0 0 0
5345171278 0 0 0
5345171291 0 0 0
5345171304 0 0 0
5345171317 0 0 0
5345171330 0 0 0
5345171343 0 0 0
5345171356 0 0 0
5345171369 0 0 0
5345171382 0 0 0
5345171395 0 0 0
5345171408 0 0 0
5345171421 1933 0 2
5345171434 0 0 0
5345171447 0 0 0
5345171460 0 0 0
5345171473 0 0 0
5345171486 0 0 0
5345171499 15428 0 9
5345171512 2146 0 1
5345171525 0 0 0
5345171538 0 0 0
5345171551 0 0 0
5345171564 0 0 0
5345171577 0 0 0
5345171590 0 0 0
5345171603 0 0 0
5345171616 0 0 0
5345171629 0 0 0
5345171642 0 0 0
5345171655 0 0 0
