5345212309 9440 0 4
5345212322 0 0 0
5345212335 0 0 0
5345212348 0 0 0
5345212361 0 0 0
5345212374 0 0 0
5345212387 0 0 0
5345212400 0 0 0
5345212413 0 0 0
5345212426 0 0 0
5345212439 0 0 0
5345212452 0 0 0
5345212465 0 0 0
5345212478 0 0 0
5345212491 0 0 0
5345212504 0 0 0
5345212517 0 0 0
5345212530 0 0 0
5345212543 0 0 0
5345212556 7425 0 3
5345212569 0 0 0
5345212582 0 0 0
5345212595 0 0 0
5345212608 0 0 0
5345212621 0 0 0
5345212634 0 0 0
5345212647 0 0 0
5345212660 0 0 0
5345212673 0 0 0
5345212686 0 0 0
5345212699 0 0 0
5345212712 0 0 0
5345212725 0 0 0
5345212738 0 0 0
5345212751 0 0 0
5345212764 0 0 0
5345212777 0 0 0
5345212790 0 0 0
5345212803 0 0 0
5345212816 6047 0 3
5345212829 0 0 0
5345212842 0 0 0
5345212855 0 0 0
5345212868 0 0 0
5345212881 0 0 0
5345212894 0 0 0
5345212907 0 0 0
5345212920 0 0 0
5345212933 0 0 0
5345212946 0 0 0
5345212959 0 0 0
5345212972 0 0 0
5345212985 0 0 0
5345212998 0 0 0
5345213011 0 0 0
5345213024 0 0 0
5345213037 0 0 0
5345213050 0 0 0
5345213063 5055 0 2
5345213076 0 0 0
5345213089 0 0 0
5345213102 0 0 0
5345213115 0 0 0
5345213129 0 0 0
5345213142 0 0 0
5345213155 0 0 0
5345213168 0 0 0
5345213181 0 0 0
5345213194 0 0 0
5345213207 0 0 0
5345213220 0 0 0
5345213233 0 0 0
5345213246 0 0 0
5345213259 0 0 0
5345213272 0 0 0
5345213285 0 0 0
5345213298 0 0 0
5345213311 4100 0 2
5345213324 0 0 0
5345213337 0 0 0
5345213350 0 0 0
5345213363 0 0 0
5345213376 0 0 0
5345213389 0 0 0
5345213402 0 0 0
5345213415 0 0 0
5345213428 0 0 0
5345213441 0 0 0
5345213454 0 0 0
5345213467 0 0 0
5345213480 0 0 0
5345213493 0 0 0
5345213506 0 0 0
5345213519 0 0 0
5345213532 0 0 0
5345213545 0 0 0
5345213558 0 0 0
5345213571 3438 0 2
5345213584 0 0 0
5345213597 0 0 0
5345213610 0 0 0
5345213623 0 0 0
5345213636 0 0 0
5345213649 0 0 0
5345213662 0 0 0
5345213675 0 0 0
5345213688 0 0 0
5345213701 0 0 0
5345213714 0 0 0
5345213727 0 0 0
5345213740 0 0 0
5345213753 0 0 0
5345213766 0 0 0
5345213779 0 0 0
5345213792 0 0 0
5345213805 0 0 0
5345213818 2807 0 1
5345213831 0 0 0
5345213844 0 0 0
5345213857 0 0 0
5345213870 0 0 0
5345213883 0 0 0
5345213896 0 0 0
5345213909 0 0 0
5345213922 0 0 0
5345213935 0 0 0
5345213948 0 0 0
5345213961 0 0 0
5345213974 0 0 0
5345213987 0 0 0
5345214000 0 0 0
5345214013 0 0 0
5345214026 0 0 0
5345214039 0 0 0
5345214052 0 0 0
5345214065 2175 0 2
5345214078 140 0 0
5345214091 0 0 0
5345214104 0 0 0
5345214117 0 0 0
5345214130 0 0 0
5345214143 0 0 0
5345214156 0 0 0
5345214169 0 0 0
5345214182 0 0 0
5345214195 0 0 0
5345214208 0 0 0
5345214221 0 0 0
5345214234 0 0 0
5345214247 0 0 0
5345214260 0 0 0
5345214273 0 0 0
5345214286 0 0 0
5345214299 0 0 0
5345214312 0 0 0
5345214325 1874 0 1
5345214338 0 0 0
5345214351 0 0 0
5345214364 0 0 0
5345214377 0 0 0
5345214390 0 0 0
5345214403 0 0 0
5345214416 0 0 0
5345214429 0 0 0
5345214442 0 0 0
5345214455 0 0 0
5345214468 0 0 0
5345214481 0 0 0
5345214494 0 0 0
5345214507 0 0 0
5345214520 0 0 0
5345214533 0 0 0
5345214546 0 0 0
5345214559 0 0 0
5345214572 1602 0 1
5345214585 0 0 0
5345214598 0 0 0
5345214611 0 0 0
5345214624 0 0 0
5345214637 0 0 0
5345214650 0 0 0
5345214663 0 0 0
5345214676 0 0 0
5345214689 0 0 0
5345214702 0 0 0
5345214715 0 0 0
5345214728 0 0 0
5345214741 0 0 0
5345214754 0 0 0
5345214767 0 0 0
5345214780 0 0 0
5345214793 0 0 0
5345214806 0 0 0
5345214819 1252 0 0
5345214833 0 0 0
5345214846 0 0 0
5345214859 0 0 0
5345214872 0 0 0
5345214885 0 0 0
5345214898 0 0 0
5345214911 0 0 0
5345214924 0 0 0
5345214937 0 0 0
5345214950 0 0 0
5345214963 0 0 0
5345214976 0 0 0
5345214989 0 0 0
5345215002 0 0 0
5345215015 0 0 0
5345215028 0 0 0
5345215041 0 0 0
5345215054 0 0 0
5345215067 0 0 0
5345215080 982 0 1
5345215093 0 0 0
5345215106 0 0 0
5345215119 0 0 0
5345215132 0 0 0
5345215145 0 0 0
5345215158 0 0 0
5345215171 0 0 0
5345215184 0 0 0
5345215197 0 0 0
5345215210 0 0 0
5345215223 0 0 0
5345215236 0 0 0
5345215249 0 0 0
5345215262 0 0 0
5345215275 0 0 0
5345215288 0 0 0
5345215301 0 0 0
5345215314 0 0 0
5345215327 897 0 1
5345215340 0 0 0
5345215353 0 0 0
5345215366 0 0 0
5345215379 0 0 0
5345215392 0 0 0
5345215405 0 0 0
5345215418 0 0 0
5345215431 0 0 0
5345215444 0 0 0
5345215457 0 0 0
